nivel;codigo;uf;ano;variavel;valor;unidade
UF;31;Minas Gerais;2018;Produto Interno Bruto a preços correntes;614875820;Mil Reais
UF;31;Minas Gerais;2019;Produto Interno Bruto a preços correntes;651872684;Mil Reais
UF;31;Minas Gerais;2020;Produto Interno Bruto a preços correntes;682786116;Mil Reais
UF;31;Minas Gerais;2021;Produto Interno Bruto a preços correntes;857593214;Mil Reais
UF;32;Espírito Santo;2002;Produto Interno Bruto a preços correntes;27048997;Mil Reais
UF;32;Espírito Santo;2003;Produto Interno Bruto a preços correntes;31519106;Mil Reais
UF;32;Espírito Santo;2004;Produto Interno Bruto a preços correntes;39732638;Mil Reais
UF;32;Espírito Santo;2005;Produto Interno Bruto a preços correntes;47020588;Mil Reais
UF;32;Espírito Santo;2006;Produto Interno Bruto a preços correntes;53463868;Mil Reais
UF;32;Espírito Santo;2007;Produto Interno Bruto a preços correntes;60658395;Mil Reais
UF;32;Espírito Santo;2008;Produto Interno Bruto a preços correntes;72091158;Mil Reais
UF;32;Espírito Santo;2009;Produto Interno Bruto a preços correntes;69215361;Mil Reais
UF;32;Espírito Santo;2010;Produto Interno Bruto a preços correntes;85310285;Mil Reais
UF;32;Espírito Santo;2011;Produto Interno Bruto a preços correntes;105976222;Mil Reais
UF;32;Espírito Santo;2012;Produto Interno Bruto a preços correntes;116850581;Mil Reais
UF;32;Espírito Santo;2013;Produto Interno Bruto a preços correntes;117274347;Mil Reais
UF;32;Espírito Santo;2014;Produto Interno Bruto a preços correntes;128783781;Mil Reais
UF;32;Espírito Santo;2015;Produto Interno Bruto a preços correntes;120365980;Mil Reais
UF;32;Espírito Santo;2016;Produto Interno Bruto a preços correntes;109264423;Mil Reais
UF;32;Espírito Santo;2017;Produto Interno Bruto a preços correntes;113399937;Mil Reais
UF;32;Espírito Santo;2018;Produto Interno Bruto a preços correntes;137020055;Mil Reais
UF;32;Espírito Santo;2019;Produto Interno Bruto a preços correntes;137345595;Mil Reais
UF;32;Espírito Santo;2020;Produto Interno Bruto a preços correntes;138445922;Mil Reais
UF;32;Espírito Santo;2021;Produto Interno Bruto a preços correntes;186336505;Mil Reais
UF;33;Rio de Janeiro;2002;Produto Interno Bruto a preços correntes;184310915;Mil Reais
UF;33;Rio de Janeiro;2003;Produto Interno Bruto a preços correntes;202640789;Mil Reais
UF;33;Rio de Janeiro;2004;Produto Interno Bruto a preços correntes;241206738;Mil Reais
UF;33;Rio de Janeiro;2005;Produto Interno Bruto a preços correntes;269830061;Mil Reais
UF;33;Rio de Janeiro;2006;Produto Interno Bruto a preços correntes;299738183;Mil Reais
UF;33;Rio de Janeiro;2007;Produto Interno Bruto a preços correntes;323698286;Mil Reais
UF;33;Rio de Janeiro;2008;Produto Interno Bruto a preços correntes;378285800;Mil Reais
UF;33;Rio de Janeiro;2009;Produto Interno Bruto a preços correntes;391650854;Mil Reais
UF;33;Rio de Janeiro;2010;Produto Interno Bruto a preços correntes;449858101;Mil Reais
UF;33;Rio de Janeiro;2011;Produto Interno Bruto a preços correntes;512767905;Mil Reais
UF;33;Rio de Janeiro;2012;Produto Interno Bruto a preços correntes;574884973;Mil Reais
UF;33;Rio de Janeiro;2013;Produto Interno Bruto a preços correntes;628226069;Mil Reais
UF;33;Rio de Janeiro;2014;Produto Interno Bruto a preços correntes;671076844;Mil Reais
UF;33;Rio de Janeiro;2015;Produto Interno Bruto a preços correntes;659138952;Mil Reais
UF;33;Rio de Janeiro;2016;Produto Interno Bruto a preços correntes;640401206;Mil Reais
UF;33;Rio de Janeiro;2017;Produto Interno Bruto a preços correntes;671605668;Mil Reais
UF;33;Rio de Janeiro;2018;Produto Interno Bruto a preços correntes;758859047;Mil Reais
UF;33;Rio de Janeiro;2019;Produto Interno Bruto a preços correntes;779927917;Mil Reais
UF;33;Rio de Janeiro;2020;Produto Interno Bruto a preços correntes;753823711;Mil Reais
UF;33;Rio de Janeiro;2021;Produto Interno Bruto a preços correntes;949300770;Mil Reais
UF;35;São Paulo;2002;Produto Interno Bruto a preços correntes;518878815;Mil Reais
UF;35;São Paulo;2003;Produto Interno Bruto a preços correntes;591454032;Mil Reais
UF;35;São Paulo;2004;Produto Interno Bruto a preços correntes;652955558;Mil Reais
UF;35;São Paulo;2005;Produto Interno Bruto a preços correntes;743042944;Mil Reais
UF;35;São Paulo;2006;Produto Interno Bruto a preços correntes;824529299;Mil Reais
UF;35;São Paulo;2007;Produto Interno Bruto a preços correntes;935653180;Mil Reais
UF;35;São Paulo;2008;Produto Interno Bruto a preços correntes;1042510168;Mil Reais
UF;35;São Paulo;2009;Produto Interno Bruto a preços correntes;1127093826;Mil Reais
UF;35;São Paulo;2010;Produto Interno Bruto a preços correntes;1294695988;Mil Reais
UF;35;São Paulo;2011;Produto Interno Bruto a preços correntes;1436672709;Mil Reais
UF;35;São Paulo;2012;Produto Interno Bruto a preços correntes;1559033444;Mil Reais
UF;35;São Paulo;2013;Produto Interno Bruto a preços correntes;1715238417;Mil Reais
UF;35;São Paulo;2014;Produto Interno Bruto a preços correntes;1858196055;Mil Reais
UF;35;São Paulo;2015;Produto Interno Bruto a preços correntes;1939901907;Mil Reais
UF;35;São Paulo;2016;Produto Interno Bruto a preços correntes;2038757382;Mil Reais
UF;35;São Paulo;2017;Produto Interno Bruto a preços correntes;2120761635;Mil Reais
UF;35;São Paulo;2018;Produto Interno Bruto a preços correntes;2210561949;Mil Reais
UF;35;São Paulo;2019;Produto Interno Bruto a preços correntes;2348338000;Mil Reais
UF;35;São Paulo;2020;Produto Interno Bruto a preços correntes;2377638980;Mil Reais
UF;35;São Paulo;2021;Produto Interno Bruto a preços correntes;2719751231;Mil Reais
UF;41;Paraná;2002;Produto Interno Bruto a preços correntes;88235715;Mil Reais
UF;41;Paraná;2003;Produto Interno Bruto a preços correntes;110039414;Mil Reais
UF;41;Paraná;2004;Produto Interno Bruto a preços correntes;123451530;Mil Reais
UF;41;Paraná;2005;Produto Interno Bruto a preços correntes;127464507;Mil Reais
UF;41;Paraná;2006;Produto Interno Bruto a preços correntes;137648311;Mil Reais
UF;41;Paraná;2007;Produto Interno Bruto a preços correntes;165208891;Mil Reais
UF;41;Paraná;2008;Produto Interno Bruto a preços correntes;185683859;Mil Reais
UF;41;Paraná;2009;Produto Interno Bruto a preços correntes;196675612;Mil Reais
UF;41;Paraná;2010;Produto Interno Bruto a preços correntes;225205255;Mil Reais
UF;41;Paraná;2011;Produto Interno Bruto a preços correntes;257122269;Mil Reais
UF;41;Paraná;2012;Produto Interno Bruto a preços correntes;285620202;Mil Reais
UF;41;Paraná;2013;Produto Interno Bruto a preços correntes;333481152;Mil Reais
UF;41;Paraná;2014;Produto Interno Bruto a preços correntes;348084191;Mil Reais
UF;41;Paraná;2015;Produto Interno Bruto a preços correntes;376962822;Mil Reais
UF;41;Paraná;2016;Produto Interno Bruto a preços correntes;401814164;Mil Reais
UF;41;Paraná;2017;Produto Interno Bruto a preços correntes;421497870;Mil Reais
UF;41;Paraná;2018;Produto Interno Bruto a preços correntes;440029403;Mil Reais
UF;41;Paraná;2019;Produto Interno Bruto a preços correntes;466377036;Mil Reais
UF;41;Paraná;2020;Produto Interno Bruto a preços correntes;487930594;Mil Reais
UF;41;Paraná;2021;Produto Interno Bruto a preços correntes;549973062;Mil Reais
UF;42;Santa Catarina;2002;Produto Interno Bruto a preços correntes;54481893;Mil Reais
UF;42;Santa Catarina;2003;Produto Interno Bruto a preços correntes;64098475;Mil Reais
UF;42;Santa Catarina;2004;Produto Interno Bruto a preços correntes;73618966;Mil Reais
UF;42;Santa Catarina;2005;Produto Interno Bruto a preços correntes;81549244;Mil Reais
UF;42;Santa Catarina;2006;Produto Interno Bruto a preços correntes;91063449;Mil Reais
UF;42;Santa Catarina;2007;Produto Interno Bruto a preços correntes;103728092;Mil Reais
UF;42;Santa Catarina;2008;Produto Interno Bruto a preços correntes;121477258;Mil Reais
UF;42;Santa Catarina;2009;Produto Interno Bruto a preços correntes;129098535;Mil Reais
UF;42;Santa Catarina;2010;Produto Interno Bruto a preços correntes;153726007;Mil Reais
UF;42;Santa Catarina;2011;Produto Interno Bruto a preços correntes;174068322;Mil Reais
UF;42;Santa Catarina;2012;Produto Interno Bruto a preços correntes;191794652;Mil Reais
UF;42;Santa Catarina;2013;Produto Interno Bruto a preços correntes;214512242;Mil Reais
UF;42;Santa Catarina;2014;Produto Interno Bruto a preços correntes;242553371;Mil Reais
UF;42;Santa Catarina;2015;Produto Interno Bruto a preços correntes;249079642;Mil Reais
UF;42;Santa Catarina;2016;Produto Interno Bruto a preços correntes;256754669;Mil Reais
UF;42;Santa Catarina;2017;Produto Interno Bruto a preços correntes;277270237;Mil Reais
UF;42;Santa Catarina;2018;Produto Interno Bruto a preços correntes;298227090;Mil Reais
UF;42;Santa Catarina;2019;Produto Interno Bruto a preços correntes;323263857;Mil Reais
UF;42;Santa Catarina;2020;Produto Interno Bruto a preços correntes;349275016;Mil Reais
UF;42;Santa Catarina;2021;Produto Interno Bruto a preços correntes;428570889;Mil Reais
UF;43;Rio Grande do Sul;2002;Produto Interno Bruto a preços correntes;98847211;Mil Reais
UF;43;Rio Grande do Sul;2003;Produto Interno Bruto a preços correntes;119325399;Mil Reais
UF;43;Rio Grande do Sul;2004;Produto Interno Bruto a preços correntes;131192206;Mil Reais
UF;43;Rio Grande do Sul;2005;Produto Interno Bruto a preços correntes;136362769;Mil Reais
UF;43;Rio Grande do Sul;2006;Produto Interno Bruto a preços correntes;147622599;Mil Reais
UF;43;Rio Grande do Sul;2007;Produto Interno Bruto a preços correntes;168009752;Mil Reais
UF;43;Rio Grande do Sul;2008;Produto Interno Bruto a preços correntes;190229822;Mil Reais
UF;43;Rio Grande do Sul;2009;Produto Interno Bruto a preços correntes;204344940;Mil Reais
UF;43;Rio Grande do Sul;2010;Produto Interno Bruto a preços correntes;241249164;Mil Reais
UF;43;Rio Grande do Sul;2011;Produto Interno Bruto a preços correntes;265056416;Mil Reais
UF;43;Rio Grande do Sul;2012;Produto Interno Bruto a preços correntes;287587019;Mil Reais
UF;43;Rio Grande do Sul;2013;Produto Interno Bruto a preços correntes;332292726;Mil Reais
UF;43;Rio Grande do Sul;2014;Produto Interno Bruto a preços correntes;357816424;Mil Reais
UF;43;Rio Grande do Sul;2015;Produto Interno Bruto a preços correntes;381992601;Mil Reais
UF;43;Rio Grande do Sul;2016;Produto Interno Bruto a preços correntes;408789528;Mil Reais
UF;43;Rio Grande do Sul;2017;Produto Interno Bruto a preços correntes;423270047;Mil Reais
UF;43;Rio Grande do Sul;2018;Produto Interno Bruto a preços correntes;457293958;Mil Reais
UF;43;Rio Grande do Sul;2019;Produto Interno Bruto a preços correntes;482464177;Mil Reais
UF;43;Rio Grande do Sul;2020;Produto Interno Bruto a preços correntes;470941846;Mil Reais
UF;43;Rio Grande do Sul;2021;Produto Interno Bruto a preços correntes;581283677;Mil Reais
UF;50;Mato Grosso do Sul;2002;Produto Interno Bruto a preços correntes;16440424;Mil Reais
UF;50;Mato Grosso do Sul;2003;Produto Interno Bruto a preços correntes;21846566;Mil Reais
UF;50;Mato Grosso do Sul;2004;Produto Interno Bruto a preços correntes;23372308;Mil Reais
UF;50;Mato Grosso do Sul;2005;Produto Interno Bruto a preços correntes;23725258;Mil Reais
UF;50;Mato Grosso do Sul;2006;Produto Interno Bruto a preços correntes;26667894;Mil Reais
UF;50;Mato Grosso do Sul;2007;Produto Interno Bruto a preços correntes;30084765;Mil Reais
UF;50;Mato Grosso do Sul;2008;Produto Interno Bruto a preços correntes;36219263;Mil Reais
UF;50;Mato Grosso do Sul;2009;Produto Interno Bruto a preços correntes;39517742;Mil Reais
UF;50;Mato Grosso do Sul;2010;Produto Interno Bruto a preços correntes;47270656;Mil Reais
UF;50;Mato Grosso do Sul;2011;Produto Interno Bruto a preços correntes;55133162;Mil Reais
UF;50;Mato Grosso do Sul;2012;Produto Interno Bruto a preços correntes;62013201;Mil Reais
UF;50;Mato Grosso do Sul;2013;Produto Interno Bruto a preços correntes;69203201;Mil Reais
UF;50;Mato Grosso do Sul;2014;Produto Interno Bruto a preços correntes;78950133;Mil Reais
UF;50;Mato Grosso do Sul;2015;Produto Interno Bruto a preços correntes;83082555;Mil Reais
UF;50;Mato Grosso do Sul;2016;Produto Interno Bruto a preços correntes;91892285;Mil Reais
UF;50;Mato Grosso do Sul;2017;Produto Interno Bruto a preços correntes;96396434;Mil Reais
UF;50;Mato Grosso do Sul;2018;Produto Interno Bruto a preços correntes;106969142;Mil Reais
UF;50;Mato Grosso do Sul;2019;Produto Interno Bruto a preços correntes;106943246;Mil Reais
UF;50;Mato Grosso do Sul;2020;Produto Interno Bruto a preços correntes;122627726;Mil Reais
UF;50;Mato Grosso do Sul;2021;Produto Interno Bruto a preços correntes;142203766;Mil Reais
UF;51;Mato Grosso;2002;Produto Interno Bruto a preços correntes;19190653;Mil Reais
UF;51;Mato Grosso;2003;Produto Interno Bruto a preços correntes;26697097;Mil Reais
UF;51;Mato Grosso;2004;Produto Interno Bruto a preços correntes;33388670;Mil Reais
UF;51;Mato Grosso;2005;Produto Interno Bruto a preços correntes;34257055;Mil Reais
UF;51;Mato Grosso;2006;Produto Interno Bruto a preços correntes;30700165;Mil Reais
UF;51;Mato Grosso;2007;Produto Interno Bruto a preços correntes;38027578;Mil Reais
UF;51;Mato Grosso;2008;Produto Interno Bruto a preços correntes;49202505;Mil Reais
UF;51;Mato Grosso;2009;Produto Interno Bruto a preços correntes;52693417;Mil Reais
UF;51;Mato Grosso;2010;Produto Interno Bruto a preços correntes;56600955;Mil Reais
UF;51;Mato Grosso;2011;Produto Interno Bruto a preços correntes;69153957;Mil Reais
UF;51;Mato Grosso;2012;Produto Interno Bruto a preços correntes;79665691;Mil Reais
UF;51;Mato Grosso;2013;Produto Interno Bruto a preços correntes;89212919;Mil Reais
UF;51;Mato Grosso;2014;Produto Interno Bruto a preços correntes;101234520;Mil Reais
UF;51;Mato Grosso;2015;Produto Interno Bruto a preços correntes;107418319;Mil Reais
UF;51;Mato Grosso;2016;Produto Interno Bruto a preços correntes;123880296;Mil Reais
UF;51;Mato Grosso;2017;Produto Interno Bruto a preços correntes;126845898;Mil Reais
UF;51;Mato Grosso;2018;Produto Interno Bruto a preços correntes;137442853;Mil Reais
UF;51;Mato Grosso;2019;Produto Interno Bruto a preços correntes;142122028;Mil Reais
UF;51;Mato Grosso;2020;Produto Interno Bruto a preços correntes;178649564;Mil Reais
UF;51;Mato Grosso;2021;Produto Interno Bruto a preços correntes;233390203;Mil Reais
UF;52;Goiás;2002;Produto Interno Bruto a preços correntes;38629365;Mil Reais
UF;52;Goiás;2003;Produto Interno Bruto a preços correntes;45557889;Mil Reais
UF;52;Goiás;2004;Produto Interno Bruto a preços correntes;51103815;Mil Reais
UF;52;Goiás;2005;Produto Interno Bruto a preços correntes;53865113;Mil Reais
UF;52;Goiás;2006;Produto Interno Bruto a preços correntes;61375403;Mil Reais
UF;52;Goiás;2007;Produto Interno Bruto a preços correntes;71410568;Mil Reais
UF;52;Goiás;2008;Produto Interno Bruto a preços correntes;82417564;Mil Reais
UF;52;Goiás;2009;Produto Interno Bruto a preços correntes;92865743;Mil Reais
UF;52;Goiás;2010;Produto Interno Bruto a preços correntes;106770109;Mil Reais
UF;52;Goiás;2011;Produto Interno Bruto a preços correntes;121296721;Mil Reais
UF;52;Goiás;2012;Produto Interno Bruto a preços correntes;138757825;Mil Reais
UF;52;Goiás;2013;Produto Interno Bruto a preços correntes;151300175;Mil Reais
UF;52;Goiás;2014;Produto Interno Bruto a preços correntes;165015318;Mil Reais
UF;52;Goiás;2015;Produto Interno Bruto a preços correntes;173632450;Mil Reais
UF;52;Goiás;2016;Produto Interno Bruto a preços correntes;181759604;Mil Reais
UF;52;Goiás;2017;Produto Interno Bruto a preços correntes;191948301;Mil Reais
UF;52;Goiás;2018;Produto Interno Bruto a preços correntes;195681724;Mil Reais
UF;52;Goiás;2019;Produto Interno Bruto a preços correntes;208672492;Mil Reais
UF;52;Goiás;2020;Produto Interno Bruto a preços correntes;224126112;Mil Reais
UF;52;Goiás;2021;Produto Interno Bruto a preços correntes;269627874;Mil Reais
UF;53;Distrito Federal;2002;Produto Interno Bruto a preços correntes;53902200;Mil Reais
UF;53;Distrito Federal;2003;Produto Interno Bruto a preços correntes;58456124;Mil Reais
UF;53;Distrito Federal;2004;Produto Interno Bruto a preços correntes;67076505;Mil Reais
UF;53;Distrito Federal;2005;Produto Interno Bruto a preços correntes;75732681;Mil Reais
UF;53;Distrito Federal;2006;Produto Interno Bruto a preços correntes;84661406;Mil Reais
UF;53;Distrito Federal;2007;Produto Interno Bruto a preços correntes;93404001;Mil Reais
UF;53;Distrito Federal;2008;Produto Interno Bruto a preços correntes;110299557;Mil Reais
UF;53;Distrito Federal;2009;Produto Interno Bruto a preços correntes;124323753;Mil Reais
UF;53;Distrito Federal;2010;Produto Interno Bruto a preços correntes;144174102;Mil Reais
UF;53;Distrito Federal;2011;Produto Interno Bruto a preços correntes;154568954;Mil Reais
UF;53;Distrito Federal;2012;Produto Interno Bruto a preços correntes;164101336;Mil Reais
UF;53;Distrito Federal;2013;Produto Interno Bruto a preços correntes;175906726;Mil Reais
UF;53;Distrito Federal;2014;Produto Interno Bruto a preços correntes;197432059;Mil Reais
UF;53;Distrito Federal;2015;Produto Interno Bruto a preços correntes;215612863;Mil Reais
UF;53;Distrito Federal;2016;Produto Interno Bruto a preços correntes;235540045;Mil Reais
UF;53;Distrito Federal;2017;Produto Interno Bruto a preços correntes;244722249;Mil Reais
UF;53;Distrito Federal;2018;Produto Interno Bruto a preços correntes;254817205;Mil Reais
UF;53;Distrito Federal;2019;Produto Interno Bruto a preços correntes;273613711;Mil Reais
UF;53;Distrito Federal;2020;Produto Interno Bruto a preços correntes;265847334;Mil Reais
UF;53;Distrito Federal;2021;Produto Interno Bruto a preços correntes;286943782;Mil Reais
